place_names,Latitude,Longitude
Navkshitij,18.6131597,73.7123713
A Ray Of Hope Charitable Trust,18.5967361,73.7635202
Yashoda Children and Maternity Hospital (Pediatrician and Gynaecologist),18.611846,73.7171417
Light Up The Soul Foundation,18.5937959,73.7570326
Resourceful Education Foundation,18.6011365,73.7642864
Kirti Beauty Parlour,18.5803045,73.8820548
Karadia Dongar,19.1611814,73.5684871
Gadekhind Pass,18.9943248,73.5739803
Plus Point Medico,18.5831312,73.8836896
Ma Na Pa Bus Stop,18.5237519,73.8551732
Balewadi bus stop,18.5747416,73.7638583
My pets gallery,18.5959287,73.7712121
माऊली,18.5959427,73.7712621
Pushpanjali,18.5959128,73.7711713
प्रज्ञा,18.595866,73.7709485
Apollo diagnostics,18.5958398,73.7708641
Khamgaon,19.2382662,73.8299489
Ganesh Khind,19.2730783,73.8265371
Bhojnewadi,19.2565595,73.841815
Bhundewadi,19.2550402,73.8331461
Davkharwadi,19.2561948,73.8459778
Godre,19.2608539,73.8487458
Alame,19.2639126,73.8908028
Thakurwadi,19.2642165,73.8729715
Lenadri Caves,19.2427942,73.8883781
Tefin Dongar,19.2823853,73.8949871
Varhadya Dongar,19.2815346,73.8866401
Waroda Dongar,19.2857272,73.8686371
Royal Lawns,18.6038321,73.8205102
Dr. Satra's Dental Clinic,18.5998927,73.8158263
SHARF,18.515719,73.8348415
Western academy,18.5917631,73.7542191
Naad insitute,18.514241,73.8347069
little miracles,18.5155519,73.8334982
leapbridge early childhood,18.5153736,73.8358628
symbiosis sports center and primary and secondary school,18.5156144,73.831166
vidya mahamandal,18.5179414,73.8424496
kedar bhagwat music academy,18.5186751,73.8304092
Aandra association primary school,18.5192589,73.8453597
maharastra vidya mandal,18.5174108,73.8302381
Khare Dental Clinic,18.6001927,73.8177383
Ashtavinayak Dental Clinic,18.5985006,73.8161559
Datacha Dawakhana,18.5982284,73.816064
Maajisa furniture,18.5918373,73.7536056
MP international school and junior college,18.5221251,73.8331905
Monginis Cake Shop,18.5968649,73.8166975
SANJIVANI HOSPITAL,18.5954785,73.8164532
घनवट हॉस्पिटल,18.595659,73.8163512
Shri Hospital,18.5969714,73.8152038
Hotel Malhar,18.5970107,73.8135318
ayan businness school,18.5180488,73.8419446
indira kids,18.559776,73.8098708
fairyland children's center,18.5158727,73.8415697
prasanna autism centre,18.5184345,73.8403523
SSCD{symbiosis schools central dictorate},18.5158493,73.8310991
bhisma school of indic studies,18.5178349,73.8449626
MES Sou vimlabai garware high school,18.5138313,73.8405257
chandrakant Darode school,18.5223094,73.8331969
rajal enterprices,18.514342,73.8387649
Khanderao Junawane Government School,18.5547281,73.8163909
KLAY preschool and Daycare,18.5553388,73.8104024
HP,18.597581,73.9129505
swatarang sangeet vidyalaya,18.514334,73.8369915
school of culture and language,18.5146756,73.834548
City international school Aundh,18.5644293,73.8129463
E-learning school pmc,18.5164573,73.8313088
kiddis nook,18.5589754,73.8032954
spark nursery school,18.56123,73.8044716
Indira Gandhi school no 87B,18.5621889,73.8110242
Mindseed Preschool and Daycare,18.5606137,73.8053423
T.I.M.E kids aundh,18.5598009,73.8013265
indus early learning centre aundh,18.5576567,73.8028902
Vivero international pre school and childcare,18.5578687,73.8041721
Kidzee,18.5607294,73.8051165
little millenium preschool aundh,18.5614802,73.8015411
Late.Mahadu Sakharam Tingare,18.5969833,73.9065533
Kashi Vishweshwar Mandir,18.6692718,73.8911543
Indrayani boys hostel,18.669597,73.8911824
Riyopaws Pet care,18.669215,73.8909919
Sathe Petroleum,18.5975867,73.9134393
Shree Ram paints and hardware,18.6700744,73.8913967
shri pandurang appagi kale primary school,18.6677104,73.8901407
Mangalmurti medical Alandi,18.6689401,73.8908909
Sai auto care,18.6700653,73.8915494
Kalewadi Alandi Devachi,18.6699921,73.8917073
Naadbramha idli,18.6703259,73.8912097
oxford international school,18.6703718,73.8911504
nagar parishad school no.3,18.6692791,73.8895244
genix educational academy,18.6712381,73.8913496
union bank of india,18.6705737,73.891229
shree krushna snack center,18.6702349,73.8910629
chaitanya lodge,18.6708047,73.8912926
yewale Amruttulya,18.6712233,73.8915041
siddhivinayak maternity hospital and infetility center,18.6713107,73.8913009
sant dnyaneshvar vidyalaya,18.6726659,73.8895199
Sant patilbaba dyandan varakari shikshan sansta,18.6752249,73.8900842
jayashree english medium school,18.670496,73.8876534
Desi Kitchen,18.5814406,73.7252039
Blue Ridge Sales Office,18.5816203,73.7365685
Gavkari,18.584581,73.7311004
OYO Flagship IT Park,18.5855164,73.7404677
Zolo Encore Co-Living PG,18.5863521,73.7421085
Stanza Living Tallinn House,18.5849945,73.7408902
Maahi Dhaba,18.5827901,73.7392528
HelloWorld Embassy.,18.584953,73.7403353
Reliance Smart Superstore.,18.594223,73.759654
Hinjawadi MSRTC Bus Stand,18.5913804,73.7570676
Wakad Police Chowky,18.5920496,73.75756
Shaurya Nursery.,18.5901223,73.7568422
Kaspte Bharat Gas Agency,18.5917027,73.7561869
Toastt,18.5919697,73.7478542
Atlanta Apartment.,18.5929721,73.7483371
Captain Coffee.,18.5207406,73.8557679
The Community Table.,18.5919522,73.7480142
Sudamache Pohe,18.520062,73.8562912
MSRTC ST Pune Sation Bus Stand.,18.5281331,73.8722527
Getfit Fitness and Health Solutions,18.6030951,73.8166724
Pihu Kitchen,18.60264,73.8162862
Tito's Pune,18.6036667,73.8180576
Hotel Aamantran beer bar & restaurant,18.6026273,73.8167019
G2 LAWNS,18.6047723,73.8223263
Kand Clinic,18.6033572,73.8244802
Dakshin Mukhi Hanuman Mandir,18.6033032,73.8233561
Forbes Marshall Pvt. Ltd.,18.6013217,73.8257656
Lawn Tennis court,18.5983042,73.8203856
PCMC Hospital,18.6023463,73.8251725
Hotel Shilpa (Gavran),18.6018506,73.8259594
DTDC international courier service,18.5998658,73.8180506
MedPlus Pimple Gurav,18.6002143,73.8175402
Joshi's Snacks Center,18.6003593,73.8175407
Ignite Restro & Lounge,18.5991882,73.8178154
Midas Towers,18.5903613,73.7338584
Maharashtra colony Ganesh temple,18.6013714,73.8145383
Tara Sofosh Dhadphale Centre,18.6016383,73.812798
"Ruby Hall Clinic, Hinjawadi, Pune",18.5924771,73.733877
Dominoes,18.6019875,73.8156198
Kokan Spice Family Restaurant,18.6006823,73.8136356
Elegance Costumes,18.6002034,73.8125079
GARVE BAJAJ Pimple gurav - Garve Automobiles Pvt. Ltd,18.6019408,73.8155859
Patient Health Care,18.6002121,73.8127606
Ratnadeep Niwas,18.6015787,73.8139345
Ingawale patil construction company,18.6012955,73.8134292
OM super market,18.6018591,73.815247
SK Agrotech Pest Control,18.6016547,73.8144213
M CAR CARE: Best Car Accessories Dealer Shop Store,18.5918258,73.7559292
Disciples Community Church (Hinjewadi Fellowship),18.6018578,73.7475009
Sant Tukaram Mangal Karyalaya,18.60442,73.7507956
Mauli tailor,18.6026079,73.7486997
Shivneri bus stop,18.6092261,73.7504314
Ramesh Hardware & Electricals,18.6039083,73.7508342
Bhumkar Vasti Bus Stop,18.6033064,73.749845
Shreya Cricket Academy,18.6020502,73.7469271
Bhumkar Nagar,18.6030272,73.7494134
Abhi Car Decor And Seat Cover,18.6021629,73.7479696
Om Cleaning services,18.6028009,73.7455967
UXness Edulabs,18.6022264,73.7467644
NISARG SHELTERES,18.6026094,73.7470487
Abhinav traders,18.6021044,73.7464103
Sai Fruit And Vegetables Center,18.6024128,73.7452069
Parth Colour World,18.6008893,73.7455216
Icon Tower,18.6009418,73.7459472
Digital print,18.5973696,73.7634659
Sainath colony,18.5981218,73.7647083
आईजी सुपर मार्केट,18.5982647,73.7650859
Balaji PG,18.5982562,73.764358
राधाकृष्ण कोलोनी,18.5978844,73.7647637
G R B pet clinic,18.5978993,73.7648382
Apapa Idali Dosa Center,18.6125864,73.762636
Shreepad Wadewale,18.6122855,73.7622472
New Pawar Hair Salon,18.6121623,73.7631079
The Cakery,18.6003918,73.8167896
Shiv Temple,18.6100554,73.7636735
OXYGYM and fitness centre,18.6142734,73.7645733
Annapurna pure veg restaurant,18.6121132,73.7632678
Hobbit,18.5984873,73.7649554
Chirayu hospital,18.5981183,73.7639672
Mauli PG,18.5978008,73.7646377
Balaji PG,18.5979032,73.7651358
Gurudatta PG,18.5979409,73.7643817
Mauli PG,18.5978165,73.7641114
Om Shiv Sai PG,18.5979393,73.7642128
Pallavi Kadale Makeup artist,18.6005283,73.759224
5,18.4902414,73.7945434
4,18.4892425,73.7944369
1,18.4898141,73.7945111
3,18.4894328,73.7944616
2,18.489632,73.7944859
Datta Mandir,18.5052214,73.8110841
HOUSE OF VEG,18.4986335,73.8333255
Pawar Nagar,18.6068511,73.7742905
O Hotel Pune,18.5398003,73.8877419
Chandrama Bar,18.5411637,73.8856861
Mhasha Dongar,18.5732805,73.3719349
Pan Dongar,18.6083839,73.3598757
Dhangarwada,18.5962023,73.3584809
Majgaon,18.5980937,73.3654761
Saltar,18.5820266,73.3537817
Bhoja Dongar,18.5812537,73.340714
Telbaila,18.5703719,73.3362722
Yekola,18.5493996,73.3635449
Bhambarde,18.5513932,73.3769345
Bhambarde,18.5482146,73.3712107
Adgaon,18.5399195,73.3960318
Ghutake,18.5332974,73.3811778
Ghutake,18.5221989,73.376441
Hirdiwadi,18.4867115,73.382653
Adharwadi,18.4334208,73.4003931
Dev Ghat,18.3858573,73.4254548
Ambe Khind,18.4240208,73.4268665
Ponda,18.4781641,73.425343
Phadai Dongar,18.5036015,73.4157085
Mahar Thana,18.539472,73.3693814
Jambhala Dongar,18.5147521,73.3971262
Ketai Dongar,18.5209375,73.4237766
Paruda Dongar,18.533979,73.4108376
Spandant,18.5910054,73.7734779
Head office,18.5909288,73.7734753
हरी ॐ ज्यूस बार,18.5909564,73.7734764
बालाजी सुपरमार्केट,18.6108208,73.7771266
Ambika Electricals,18.5886246,73.7819672
Ghangad Fort,18.545453,73.3592749
तांबडा पांढरा,18.6117424,73.7835727
Rambaug Colony,18.5113684,73.8155321
Dahanukar Colony,18.4953587,73.811635
Shanti juniors,18.596821,73.7645097
Zad studio,18.5967983,73.7639881
साई दर्शिनी कॅफे,18.5962825,73.7640001
Snehalay,18.5962855,73.7640688
Old Mumbai ice cream,18.5962618,73.7638982
Punjabi dairy,18.5974287,73.7634664
Burger King,18.5961518,73.7886636
R K banquet,18.5957745,73.789283
Old Mumbai ice cream,18.5962377,73.7888687
Mad over donuts,18.59627,73.7889271
Wellness forever,18.595618,73.7881041
Taco Bell,18.5956385,73.7881252
Habibs,18.595902,73.7883659
Mangesha’Z,18.5960521,73.7883398
Kotak Mahindra Bank,18.5963955,73.7890149
Lenskart,18.5964342,73.7890598
Baskin-Robbins,18.5964749,73.789088
Titan world,18.5966026,73.7892085
Crazy heels,18.5966426,73.78925
Pari computers,18.596681,73.7892664
Foto arts,18.5970172,73.7895777
Holiday,18.5970674,73.7896423
Ratan enterprises,18.5970178,73.789588
Thorat’s barbecue misal,18.5971545,73.7897971
ASG eye hospital,18.5967134,73.7904165
Gold's Gym,18.5968137,73.7903363
अन्या स्पा,18.5954148,73.7870939
Laptop Store,18.5959256,73.7893372
Shell,18.5858816,73.7817171
HDFC Bank,18.5986536,73.9010797
ICICI Bank,18.5981315,73.9010268
Rajmata Jijau Vegetable Market,18.597803,73.9050545
Bijli Nagar,18.6442614,73.7693083
Standard Chartered,18.5657307,73.8045413
VA Tech Wabag Ltd,18.565842,73.8045651
PCCOE Gate 3,18.6514124,73.7617381
Shivtirth Nagar,18.6098597,73.77659
Shiv Nagar,18.60948,73.7758527
ISRO-SPPU Cell,18.5517449,73.8232298
SPPU Main Building,18.5532639,73.8246494
Out,18.5943116,73.7682863
AK ENTERPRISES,18.579348,74.1228673
White Shine Multispeciality Dental Clinic,18.5755375,73.9069211
Pink castle,18.5983779,73.7682542
Pune’s Royal,18.5878878,73.7802468
Yusuf Mirajkar,18.5883749,73.7799054
अस्सल अमरावती,18.5879083,73.7798491
Cafe Durga,18.5878684,73.7798722
D Mart pick-up,18.5878318,73.7798923
Lenskart,18.5877966,73.7799137
Electrix,18.5877595,73.7799362
Thopte colony,18.5875551,73.7819486
Ganesh Bhel,18.4886902,73.7945133
Laxmi super market,18.4887563,73.7945247
Ex-Servicemen Colony,18.5119358,73.8203052
Kulkarni's Kitchen,18.4429516,73.7859859
Craze English Medium School,18.4428063,73.7859013
Panchawati,18.5306136,73.8123508
Kolhewadi / CWPRS Main Gate PMPML Bus Stop,18.4447807,73.7849623
Kolhewadi / CWPRS Main Gate PMPML Bus Stop,18.4446253,73.7851702
Kirkatwadi PMPML Bus Stop,18.4463007,73.7888904
Kirkatwadi PMPML Bus Stop,18.446964,73.7890265
B1-A,18.5969423,73.7727555
B1-B,18.5971608,73.7727882
B2-C,18.5983498,73.7729678
B2-A,18.5979322,73.7729078
B2-B,18.5981348,73.7729369
B1-C,18.5973591,73.7728179
Vasant Nagar,18.1552516,74.5778346
Amrai,18.1482578,74.5801145
Suryanagari,18.1496495,74.5787412
Kasba,18.1444142,74.5657861
Surynagari,18.1671076,74.5817399
Vivekanand Nagar,18.1594925,74.5810854
Avaduth Nagar,18.1591548,74.574455
Panchashil Nagar,18.1455765,74.5689082
Samarth Nagar,18.1455867,74.5766222
Desai Estate,18.1496444,74.5852804
Sahyog Society,18.1642736,74.5895398
Shiva Nagar,18.1642838,74.594872
Ambika Nagar,18.1567298,74.5891321
Induri,18.7368988,73.7162018
Bharat Jyoti Bus Stop,18.4717266,73.8635676
Bharat Jyoti Bus Stop,18.4721812,73.8630277
Traffic police station,18.5920116,73.75594
Dava Point,18.501187,73.7475101
माणकेश्वरी शेती सेवा,18.5922971,73.76449
The brown elephant,18.5897935,73.7749948
Manish Gift and Pooja ghar,18.5922352,73.7826158
Ola electric,18.6121952,73.7840068
Kunal,18.6108571,73.7836157
Punjab National Bank,18.6210985,73.5067561
HDFC Bank,18.6214162,73.5070029
Z.P. School,18.6191845,73.5213688
Kashing,18.61937,73.5209611
Shindewadi,18.621833,73.5170853
प्रसून धाम,18.6237799,73.7768349
Green Sunrise Hill,18.5845809,74.0094826
KFC,18.5856629,73.994116
Ather,18.5911227,73.7673825
Ravi Park,18.4937965,73.898579
Parmar Park,18.4942434,73.8996812
Phase 1 Neocity,18.589947,74.0056039
Phase 2 Neocity,18.5897487,74.0047831
Phase 3 Neocity,18.59043,74.0046383
Reliance Smart Point,18.5912609,74.0031651
Sumit nursery,18.5932329,73.7686188
Prime medical and general store,18.5904392,73.7406887
Quik Fizzy Mocktail Bar,18.5103035,73.9416095
Kiosk Kaffee,18.5605667,73.8050006
Subway,18.5605697,73.8049106
Khairenagar,18.8218314,74.0961795
Hanuman Mandir,18.7559224,73.8518194
S.V. Union High School and Junior College,18.520197,73.8682093
"Cummins College Of Engineering for Women , Pune",18.4863634,73.8160079
Shri shambolingeshwar grocery store,18.5309588,73.9948936
Datta mandir,18.6233959,73.7730804
Park Sadhana Society,18.5014087,73.9452503
Krushnai Veg,18.5003526,73.9446657
Sutar,18.6002735,73.753577
Volkswagen,18.5990851,73.7538908
Bella Vida,18.5957198,73.7698244
Dr.Harshal Nemade,18.5602674,73.8093885
Vedacare Ayurveda & Panchakarma Clinic,18.5602336,73.8093752
Vitthal Temple,18.5789905,73.8726431
Ganga Kunj,18.5815663,73.8726268
Petrol Stations,18.5773606,73.8763027
SPPU Main Gate,18.5426174,73.8287438
IUCAA Gate,18.5626697,73.8256828
Saj Test Point private limited,18.5202172,73.9170051
SAJ Test Plant Pvt Ltd,18.5206672,73.9170097
Power Factory,18.6139138,73.7640703
Water Tank (Wada Road),18.8562696,73.8807474
Area 51 Sports arena,18.5970403,73.7344876
Magic Bottle Cafe,18.5854264,73.7410426
Mahi Dhaba,18.5827075,73.7397323
JaiHind Hospital,18.6237191,73.851652
MadyMade Pizza,18.5776151,73.8156096
shri Hanuman temple,18.6076201,73.765163
Shree Mart,18.8567515,73.881029
swami samarth datta mandir,18.5838166,73.7349069
"I2IT,Hostel",18.5847436,73.7360233
swa rashtra,18.5844788,73.7311584
The Spirit Cafe and Bar,18.5796451,73.735945
isquareit girls hostel (Mithila hostel),18.5841405,73.7362529
sparkle badminton club,18.6826732,73.8664516
Tanjore Coffee House,18.5896451,73.7385017
Royal Urban Cafe,18.5872555,73.7384464
Hotel Atithi Pure Veg,18.8572069,73.8804731
shivas fitness club,18.5877327,73.7386693
Mystic Cafe,18.5666875,73.7344863
Shree Inn,18.5883877,73.7412591
Tadkaa House,18.5863088,73.7384466
Anekant English Medium School,18.1608417,74.5792129
V Mart,18.681519,73.8664684
Ashoka Hotel,18.5852287,73.8224215
Aishwaryam Niwara,18.6759939,73.8014149
Wrestle fit,18.6776221,73.8642856
Auto Scope Cars Pvt Ltd,18.5942905,73.747785
Classio Reasturant,18.6793019,73.8559774
Apurva's home,18.6759644,73.8010071
Sagar Aquaguard,18.5883047,73.7414092
CISCO  system pune,18.5868327,73.7377698
Shagun Collection,18.8541329,73.8846126
Beryl,18.5600536,73.9465942
Hotel Gaonkari,18.5847052,73.7312659
Madhavas pavbhaji,18.6298176,73.7815701
St Thomas  Church,18.5826481,73.8241718
Sai Shraddha Park,18.6765634,73.8007749
The Chai Bar Cafe,18.5781331,73.7364912
Katraj Junction,18.4508437,73.8578188
F3 Turf,18.6423981,73.754996
Freshpress Cafe,18.6422431,73.7550882
MM College Of Science,18.614152,73.7838481
Goodluck family restaurant,18.6784696,73.8587105
Dy Patil Sports Ground,18.6474904,73.7586454
Vidya Pratishthan's Vinodkumar Gujar Bal Vikas Mandir,18.1519367,74.5795683
Shiv Parvati Mandir,18.6661935,73.8013403
Shri Bhairavnath Secondary and Higher Secondary School,18.6315671,73.8482182
Keskar Hospital building,18.6694064,73.8020376
Shri Bhairavnath Junior College,18.6311902,73.8480258
Shree Sangameshwar Vidyalaya Pargaon (Shingave),18.9842776,74.0836544
PCMC Water Tank,18.6529116,73.7578329
Tukai Devi,18.9917519,74.0726714
Baby's High School,18.6191225,73.7968149
Netaji Badminton Court,18.6517974,73.765924
Lucky Bakery,18.6195384,73.7965925
Jawed Habib,18.579842,73.7358739
Ahire Garden,18.6312978,73.763917
Radha Chowk,18.5698312,73.7650405
SHRI FATTECHAND  JAIN VIDYALAYA AND JUNIOR COLLEGE,18.6335744,73.7773835
Shivaji Chowk,18.5913375,73.7391175
Infosys Circle Phase 1,18.5865002,73.7333108
MuktaDevi Temple,18.9833203,74.0824624
Rajnandini Indane Gas,18.5955206,73.7297851
Jilha Parished Prathmik Shala,18.9840972,74.0828253
Sai Mandir,18.5790757,73.8159757
Nana Shri Hotel,18.6107793,73.7922832
Malhar Pan Shop,18.6122573,73.7845704
Rajashri Shahu Bank,18.464428,73.8578646
Cafe Destination,18.6482345,73.7658575
Hotel Haveli,18.6344931,73.8493801
Mahadev Hotel,18.578382,73.7364578
Delhi Chat,18.5816936,73.8162783
Madrasi Raja,18.5782134,73.7364791
Hotel Amantran,18.5787728,73.8157037
Thomson,18.5786105,73.8156904
I2IT Food Court,18.5844377,73.7365804
I2IT Academic Building,18.584728,73.7375623
Sangvi Police Station,18.5785932,73.8156391
Panchayat Samiti,18.1561102,74.5813269
Mother's Kitchen,18.5790255,73.7362399
Bhimashankar Sahakari Sakhar karkhana,18.9759622,74.0918108
Avdhoot Hospital,18.159421,74.5752244
Chhatrapati Shivaji Maharaj Statue,18.3492001,73.7952393
Royal Chemist,18.5794532,73.7360026
SPG International School,18.6259149,73.8628498
Aarusha Homes,18.5842739,73.7383583
Shiv Shakti Chowk,18.5442905,73.781448
कलाश्री संगीत विद्यालय,18.581598,73.7837372
Credent dental clinic,18.5816123,73.7837698
Tannu,17.9726024,75.0953495
Om fashion,18.5996052,73.7747874
प्रतिमा,18.5996407,73.7748004
प्रांजल फॅशन,18.5996786,73.7748213
परमार फॅशन,18.5996992,73.7748326
रामदेव बाबा,18.5994891,73.7750596
Amul,18.5995841,73.7751091
Pet club,18.599608,73.7751234
Anurup beauty salon,18.5996403,73.7751314
Patil eye care,18.5995618,73.7751074
RV Decor,18.5997423,73.7751818
Kitchen maker,18.5993194,73.7749894
Zeno health,18.5993735,73.7749979
Shree Ganesh collection,18.5997174,73.7748483
सहेली शॉपी,18.5997341,73.7748572
लावी,18.5997493,73.774865
Bodke cycles,18.6069374,73.7794779
Jai Malhar Nagar,18.6071783,73.7790876
4,18.597705,73.7140156
Gate 5,18.5199415,73.8379488
Kleiden,18.5436608,73.7856157
Hotel Shailaja,18.4875836,74.1332825
Suyash Hospital,18.487695,74.1333938
Buisness Bay,18.5505032,73.8903872
P S Dumbre and Associates Chartered Accountants,18.5608023,73.8098953
Pimple Gurav,18.5874457,73.8213076
इंद्रप्रस्थ,18.5781621,73.818824
महादेव,18.5776827,73.8194793
छत्रपती शिवाजी महाराज,18.6029723,73.7959525
Kusgaav,18.6124917,73.657558
Pusane,18.6328056,73.614707
Pachane,18.6236352,73.6350059
Somatane,18.703448,73.680582
Ozharde,18.7076754,73.5992682
Aadhe Khurd,18.6988749,73.6132586
Urse,18.7039968,73.6391258
Parandawadi,18.6980517,73.6596393
Pimplekute,18.6905516,73.6117566
Bebed Ovhal,18.6916797,73.6473226
Aadhale Khurd,18.6508603,73.6244702
Chandkhed,18.6482986,73.6488247
Godumbre,18.6693197,73.6802816
Saangawade,18.652131,73.7081766
Jaambe,18.6418535,73.723154
Tathawade,18.6153997,73.7501907
Dattawadi,18.6218254,73.6906886
Chaurya,19.2997412,73.7570837
Udhalya,19.3286989,73.7891396
Ghoradeshwar,18.6920014,73.7058148
Mhashedicha Dongar,19.2864297,73.7909154
Chauraicha Dongar,18.7106603,73.6699481
Exit,18.4908489,73.8281764
2,18.4927619,73.829231
1,18.4945099,73.8302508
Wakad gaav,18.5896317,73.7610024
Ashok society,18.6105664,73.7776528
दगडू पाटील नगर,18.6118337,73.7780106
iautomation Training hub,18.7556668,73.8610195
Kunal icon society,18.5940357,73.7910072
Siya Girls' Hostel,18.5102342,73.7931052
Jumpstart,18.5940955,73.7906642
Saudagar,18.5941567,73.7898028
कॉपीलिंक डिजिटल,18.594277,73.7896462
ICEANO natural ice cream,18.5942957,73.7895887
A taste of Indore,18.5945934,73.7890693
Krishna bakery,18.5946192,73.7890008
Petal touch,18.5945252,73.7897222
गणेश भेळ,18.5949014,73.7890575
7th heaven,18.5949238,73.7890252
Mart appliance,18.5949346,73.7889971
थिओब्रोमा,18.5949463,73.7889734
Smart kids,18.5948783,73.7890852
Fab India,18.5576882,73.8088043
Marutrao Gaikwad nagar,18.556859,73.8096284
Gawande Cakes and Stationary,18.5480983,73.7305903
Ubale Cake Corner,18.5493739,73.7289172
Shivaay Family Restaurant,18.5459338,73.7311724
Crazy Cheezy Cafe,18.6031495,73.7462361
बालाजी वरायटीज,18.6108719,73.7772044
Anand housing colony,18.6103763,73.7771687
माऊली सुपर मार्केट,18.5892204,73.7617487
महाबुद्ध विहार चौक,18.58929,73.7616733
शिव हार्डवेअर,18.5896561,73.7608472
शंभु लाकडी घाणा,18.5898296,73.7611831
वाकड करसंकलन विभागीय कार्यालय,18.5896986,73.7610497
Rohan Viti,18.5911541,73.7617966
साई मोटर्स,18.6159125,73.7694636
जगदंब ऑटोमोबाईल्स,18.6159575,73.7694429
Shivangi Nursery,18.6160803,73.7693345
वनदेवनगर,18.6160254,73.7703722
Rose bakery,18.6165281,73.7689368
शिवशक्ती स्विट्स,18.6165938,73.7686789
Clorrr tailors,18.6165142,73.7689783
आनंद पार्क,18.617052,73.769384
Noble medico,18.6161622,73.7696372
Prompt Services,19.010562,73.9741418
Khandagale Agro Farm,19.1005278,74.0194735
Out of Hell,18.6464664,73.765721
Taaareef,18.6010425,73.7701489
नागरी सुविधा केंद्र,18.5961395,73.7818911
Habibs Hair & Beauty,18.577493,74.0034086
TECHNOGEEKS,18.5591164,73.801956
Irani cafe,18.5945954,73.7594696
Silver Sports Club,18.5937675,73.7587252
Pepperfry.com,18.5926302,73.7599918
Sea food,18.5969538,73.7687064
The crazy taco,18.5968874,73.768705
राजधानी,18.596888,73.7687295
अंडा वंडा,18.5968885,73.7687506
Slice factory,18.5968889,73.7687707
Burgerita,18.5968895,73.7687931
Mighty momos,18.59689,73.7688172
Asian panda,18.5968906,73.7688398
Charcoal chiken,18.5968912,73.7688646
Global Shawarma,18.5968922,73.7689072
D for dosa,18.5968927,73.7689284
Swami's Pav Bhaji,18.5968933,73.7689542
North Indies,18.5968939,73.768979
Nectar & nature,18.5968944,73.7690021
The curry leaf,18.596895,73.7690256
Rolls N sandwich,18.5968955,73.7690474
Just chaap,18.5968961,73.7690718
Caffeine addict,18.5968966,73.7690939
Kranti Bhel,18.5969814,73.768989
Chilled affair,18.5969822,73.7690138
आपला अड्डा,18.5969829,73.7690379
Misal house,18.5969837,73.7690634
गोल्डन टी अँड कॉफी,18.5969843,73.7690852
Namdeo Mohol School,18.6045841,73.5987448
JD Subharambh Residency,18.5913545,74.0009001
Nyati Elan Resdency,18.5872943,74.0044586
Burger King,18.5892725,73.9965349
कारगिल,18.5983015,73.7698149
जय भवानी,18.5983214,73.7698156
3,18.5838764,73.6876162
Leafy green cafe,18.5945537,73.7688268
Forest Department Toll Booth,18.8127721,73.4084378
Hotel Kinara,18.7620318,73.4548067
किल्ले राजमाची गोधनेश्वर मंदिर,18.8210214,73.3937421
हॉटेल आर्यन,18.8257894,73.3948208
कोंडाणे लेणी मार्गे कोंदिवडे गावाकडे पायवाट,18.8257696,73.3949037
काळभैरव मंदिर. ग्रामसंस्थेचे श्रद्धास्थान,18.8292467,73.3972727
हॉटेल अतुल,18.8256955,73.3947928
जुने गावठाण उधेवाडी,18.8257573,73.3949276
पर्यटक माहिती केंद्र,18.8256989,73.3949993
Cloud Micro Solutions,18.6234607,73.9276539
Indrayani pure veg,18.6994135,73.6974735
राज एंटरप्राईजेस,18.5909955,73.7847655
वैष्णवी ब्यूटी पार्लर,18.5910286,73.7847092
Shantiniketan Society,18.5901851,73.7848756
Gifts greetings,18.5866621,73.7367622
DTDC,18.5866891,73.7367253
Sponge n Creams,18.5867266,73.7366806
Uprise Clinic,18.5198269,73.9327096
Euro kids,18.5828637,73.6831698
Latest Furniture,18.5894349,73.9086371
Dhande Pathlab collection center,18.5954535,73.7682806
Eatery,18.6011416,73.7905916
Kaapse lawns,18.6016437,73.7904996
Mandap,18.6015427,73.790669
Hall,18.601361,73.7906339
Eknath Mangal Karyalay,18.5178905,73.8588289
Daily Bites,18.5929263,73.7999191
Lassi Corner,18.5929187,73.800028
IN,18.5683467,73.7675494
DelphianLogic Technologies Pvt Ltd,18.5292657,73.8333854
Samartha Dudh Dairy,18.5913045,73.7395592
हनुमान शंकर देऊळ,18.6023388,73.7076168
Marunji tekdi,18.6035585,73.7006149
veerdigitalphoto20,18.6469556,73.8268186
Padmabhushan Chauk,18.5944567,73.7287818
Balakrishna Dental Care,18.4810849,73.8625583
Vikrant wines,18.6099368,73.7827495
Technology Innovation and Collaboration Center (TICC),18.5661394,73.9179113
पुरुष,18.5820748,73.5137061
साई बाबा,18.5828348,73.5140064
स्त्रिया,18.5820735,73.5136065
संत दर्शन,18.5830645,73.5142798
रत्न अमृततुल्य,18.5455128,73.6681702
मेघराज स्नॅक्स,18.5455005,73.66813
Sahana,18.5165134,73.8794275
श्री न्यू बालाजी मार्केट,18.4868832,73.8989554
Bhavnagar dry fruits,18.4872532,73.8987267
KFC,18.4858404,73.8885805
Up south,18.5654873,73.8072367
Dr Rajeev Raut Eye Clinic,18.5188724,73.8771584
Chai High,18.4650359,73.8339481
1,18.5854114,73.6874041
Exide battery,18.5980545,73.7744169
Sandwich con,18.5946609,73.7688963
पवनेश्वर कॉलनी,18.61628,73.7806584
शिवकांता पार्क,18.6121089,73.7772897
Baramati Agro,18.6129252,73.777554
